station_id,record_id,primary_station_id_2,primary_station_id_3,station_name,height_of_station_above_sea_level,sub_region,region,source_id
BR000543002,1,BR000543002-1,BR000543002-232,LAGOA,80,30,3,232
BR000543004,1,BR000543004-1,BR000543004-232,MENDES,149,30,3,232
BR000543009,1,BR000543009-1,BR000543009-232,FAZENDA VENEZA,75,30,3,232
BR000543010,1,BR000543010-1,BR000543010-232,PALMEIRAIS,75,30,3,232
BR000543011,1,BR000543011-1,BR000543011-232,VEREDA GRANDE,0,30,3,232
BR000544006,1,BR000544006-1,BR000544006-232,FLORES,103,30,3,232
BR000544009,1,BR000544009-1,BR000544009-232,GRACA ARANHA,100,30,3,232
BR000545010,1,BR000545010-1,BR000545010-232,RIO CORDA,0,30,3,232
BR000546006,1,BR000546006-1,BR000546006-232,FORTALEZA,0,30,3,232
BR000546007,1,BR000546007-1,BR000546007-232,SITIO NOVO,0,30,3,232
BR000547002,1,BR000547002-1,BR000547002-232,ITAGUATINS,0,30,3,232
BR000547005,1,BR000547005-1,BR000547005-232,BURITIRAMA,0,30,3,232
BR000548000,1,BR000548000-1,BR000548000-232,ARAGUATINS,186,30,3,232
BR000548001,1,BR000548001-1,BR000548001-232,SAO SEBASTIAO DO TOCANTINS,0,30,3,232
BR000549006,1,BR000549006-1,BR000549006-232,FAZENDA RIO BRANCO,0,30,3,232
BR000549007,1,BR000549007-1,BR000549007-232,KM 60 / PA-150,0,30,3,232
BR000552000,1,BR000552000-1,BR000552000-232,BELO HORIZONTE,0,30,3,232
BR000554000,1,BR000554000-1,BR000554000-232,CAJUEIRO,0,30,3,232
BR000555000,1,BR000555000-1,BR000555000-232,KM 1326 BR-163,0,30,3,232
BR000555002,1,BR000555002-1,BR000555002-232,KM 1130  BR-163,0,30,3,232
BR000556000,1,BR000556000-1,BR000556000-232,JATOBA,0,30,3,232
BR000559000,1,BR000559000-1,BR000559000-232,ARARI,0,30,3,232
BR000560000,1,BR000560000-1,BR000560000-232,NOVO ARIPUANA,0,30,3,232
BR000560001,1,BR000560001-1,BR000560001-232,RECREIO (PEDREIRAS),0,30,3,232
BR000560002,1,BR000560002-1,BR000560002-232,MONTE ALEGRE,0,30,3,232
BR000562000,1,BR000562000-1,BR000562000-232,CARIUACANGA,0,30,3,232
BR000562001,1,BR000562001-1,BR000562001-232,FAZENDA BELA SOMBRA,0,30,3,232
BR000563000,1,BR000563000-1,BR000563000-232,SERINGAL MOREIRA,0,30,3,232
BR000563001,1,BR000563001-1,BR000563001-232,ITATUBA,0,30,3,232
BR000564000,1,BR000564000-1,BR000564000-232,CASTANHAL PATU,0,30,3,232
BR000566000,1,BR000566000-1,BR000566000-232,FAZENDA BOA ESPERANCA,0,30,3,232
BR000567001,1,BR000567001-1,BR000567001-232,XIBAUA,0,30,3,232
BR000572000,1,BR000572000-1,BR000572000-232,PALMEIRAS DO JAVARI,0,30,3,232
BR000635013,1,BR000635013-1,BR000635013-232,ENGENHO OLHO DAGUA,0,30,3,232
BR000636019,1,BR000636019-1,BR000636019-232,SANTA CRUZ,240,30,3,232
BR000636045,1,BR000636045-1,BR000636045-232,SITIO VOLTA,0,30,3,232
BR000637010,1,BR000637010-1,BR000637010-232,ACUDE LAGOINHA (SUDENE),120,30,3,232
BR000637039,1,BR000637039-1,BR000637039-232,CAICO,0,30,3,232
BR000638007,1,BR000638007-1,BR000638007-232,LAVRAS DA MANGABEIRA (DNOCS),247,30,3,232
BR000638014,1,BR000638014-1,BR000638014-232,ICO,160,30,3,232
BR000638032,1,BR000638032-1,BR000638032-232,ANTENOR NAVARRO,240,30,3,232
BR000638044,1,BR000638044-1,BR000638044-232,ACUDE BONITO (SUDENE),500,30,3,232
BR000639044,1,BR000639044-1,BR000639044-232,IGUATU,0,30,3,232
BR000639045,1,BR000639045-1,BR000639045-232,MALHADA,0,30,3,232
BR000640003,1,BR000640003-1,BR000640003-232,ARNEIROZ,325,30,3,232
BR000642012,1,BR000642012-1,BR000642012-232,FAZENDA TALHADA,160,30,3,232
BR000643011,1,BR000643011-1,BR000643011-232,LAGES,322,30,3,232
BR000643012,1,BR000643012-1,BR000643012-232,PASSAGEM FRANCA,0,30,3,232
BR000643013,1,BR000643013-1,BR000643013-232,BARAO DE GRAJAU,107,30,3,232
BR000644003,1,BR000644003-1,BR000644003-232,COLINAS,70,30,3,232
BR000644007,1,BR000644007-1,BR000644007-232,MIRADOR,185,30,3,232
BR000644012,1,BR000644012-1,BR000644012-232,PORTO DO LOPES,142,30,3,232
BR000644015,1,BR000644015-1,BR000644015-232,CAMPO LARGO,211,30,3,232
BR000645002,1,BR000645002-1,BR000645002-232,PAPAGAIO,0,30,3,232
BR000645003,1,BR000645003-1,BR000645003-232,MATO GROSSO,0,30,3,232
BR000646005,1,BR000646005-1,BR000646005-232,FAZENDA SAO VICENTE,0,30,3,232
BR000646006,1,BR000646006-1,BR000646006-232,FAZENDA SEMPRE VIVA,180,30,3,232
BR000647000,1,BR000647000-1,BR000647000-232,TOCANTINOPOLIS,126,30,3,232
BR000647001,1,BR000647001-1,BR000647001-232,WANDERLANDIA-RD BELEM-BRASILI,300,30,3,232
BR000648000,1,BR000648000-1,BR000648000-232,XAMBIOA  (PCD),118,30,3,232
BR000648001,1,BR000648001-1,BR000648001-232,ANANAS,0,30,3,232
BR000648002,1,BR000648002-1,BR000648002-232,PIRAQUE,211,30,3,232
BR000649000,1,BR000649000-1,BR000649000-232,FAZENDA SURUBIM,0,30,3,232
BR000649001,1,BR000649001-1,BR000649001-232,FAZENDA SANTA ELISA,0,30,3,232
BR000649002,1,BR000649002-1,BR000649002-232,ELDORADO,0,30,3,232
BR000649003,1,BR000649003-1,BR000649003-232,PORTO LEMOS,0,30,3,232
BR000651001,1,BR000651001-1,BR000651001-232,BOA ESPERANCA (FAZ.OMETO),0,30,3,232
BR000651002,1,BR000651002-1,BR000651002-232,PROJETO TUCUMA,0,30,3,232
BR000652000,1,BR000652000-1,BR000652000-232,PRIMAVERA DO XINGU,0,30,3,232
BR000655000,1,BR000655000-1,BR000655000-232,SANTA JULIA,0,30,3,232
BR000655001,1,BR000655001-1,BR000655001-232,KM 1027 DA BR-163,0,30,3,232
BR000655002,1,BR000655002-1,BR000655002-232,GARIMPO DO PATROCINIO,0,30,3,232
BR000658000,1,BR000658000-1,BR000658000-232,SANTAREM-SUCUNDURI (PCD),0,30,3,232
BR000660000,1,BR000660000-1,BR000660000-232,SERINGAL JENIPAPO,0,30,3,232
BR000660001,1,BR000660001-1,BR000660001-232,NATAL (TIGRE),0,30,3,232
BR000661000,1,BR000661000-1,BR000661000-232,SAO RAFAEL,0,30,3,232
BR000661001,1,BR000661001-1,BR000661001-232,NOVA ESPERANCA,0,30,3,232
BR000664000,1,BR000664000-1,BR000664000-232,BACABA,0,30,3,232
BR000664001,1,BR000664001-1,BR000664001-232,CANUTAMA,0,30,3,232
BR000668000,1,BR000668000-1,BR000668000-232,SANTOS DUMONT,0,30,3,232
BR000669001,1,BR000669001-1,BR000669001-232,SOLEDADE,0,30,3,232
BR000670000,1,BR000670000-1,BR000670000-232,FOZ DO GREGORIO,0,30,3,232
BR000735009,1,BR000735009-1,BR000735009-232,MULUNGU (CAMARAZAL),100,30,3,232
BR000735036,1,BR000735036-1,BR000735036-232,PONTE DA BATALHA,18,30,3,232
BR000735050,1,BR000735050-1,BR000735050-232,ENGENHO SITIO,91,30,3,232
BR000735066,1,BR000735066-1,BR000735066-232,PAUDALHO,69,30,3,232
BR000735067,1,BR000735067-1,BR000735067-232,SALGADINHO (DNOS),270,30,3,232
BR000735100,1,BR000735100-1,BR000735100-232,LIMOEIRO,136,30,3,232
BR000735124,1,BR000735124-1,BR000735124-232,BODOCONGO,350,30,3,232
BR000735157,1,BR000735157-1,BR000735157-232,CARPINA,184,30,3,232
BR000735158,1,BR000735158-1,BR000735158-232,SURUBIM,418,30,3,232
BR000735159,1,BR000735159-1,BR000735159-232,VERTENTES,401,30,3,232
BR000736000,1,BR000736000-1,BR000736000-232,TAPEROA II,500,30,3,232
BR000736040,1,BR000736040-1,BR000736040-232,JATAUBA,600,30,3,232
BR000736041,1,BR000736041-1,BR000736041-232,SANTA CRUZ DO CAPIBARIBE,472,30,3,232
BR000736042,1,BR000736042-1,BR000736042-232,TAQUARITINGA DO NORTE,785,30,3,232
BR000737006,1,BR000737006-1,BR000737006-232,PIANCO,250,30,3,232
BR000737023,1,BR000737023-1,BR000737023-232,AFOGADOS DA INGAZEIRA (DNOCS),525,30,3,232
BR000737027,1,BR000737027-1,BR000737027-232,FLORES (DNOCS),460,30,3,232
BR000738049,1,BR000738049-1,BR000738049-232,PODIMIRIM,0,30,3,232
BR000741003,1,BR000741003-1,BR000741003-232,ITAINOPOLIS,180,30,3,232
BR000741009,1,BR000741009-1,BR000741009-232,SANTA CRUZ DO PIAUI,340,30,3,232
BR000742011,1,BR000742011-1,BR000742011-232,SAO FRANCISCO DO PIAUI,0,30,3,232
BR000742012,1,BR000742012-1,BR000742012-232,FRANCISCO AYRES,240,30,3,232
BR000743009,1,BR000743009-1,BR000743009-232,BARRA DO LANCE,150,30,3,232
BR000744000,1,BR000744000-1,BR000744000-232,SAO FELIX DE BALSAS,325,30,3,232
BR000745003,1,BR000745003-1,BR000745003-232,RIBEIRO GONCALVES,150,30,3,232
BR000745005,1,BR000745005-1,BR000745005-232,FAZENDA TIGRE,295,30,3,232
BR000746006,1,BR000746006-1,BR000746006-232,BALSAS,255,30,3,232
BR000746007,1,BR000746007-1,BR000746007-232,BREJO COMPRIDO,328,30,3,232
BR000746008,1,BR000746008-1,BR000746008-232,MORRO VERMELHO,385,30,3,232
BR000746009,1,BR000746009-1,BR000746009-232,RECURSOS,340,30,3,232
BR000747000,1,BR000747000-1,BR000747000-166,CAROLINA (AEROPORTO,172,30,3,166
BR000747001,1,BR000747001-1,BR000747001-232,GOIATINS (PIACA),0,30,3,232
BR000747009,1,BR000747009-1,BR000747009-232,PALMEIRANTE,0,30,3,232
BR000748000,1,BR000748000-1,BR000748000-166,ARAGUAINA,229,30,3,166
BR000748001,1,BR000748001-1,BR000748001-232,COLONIA,200,30,3,232
BR000748002,1,BR000748002-1,BR000748002-232,FAZ.PRIMAVERA-ROD.BEL-BRASILI,200,30,3,232
BR000748003,1,BR000748003-1,BR000748003-232,MURICILANDIA,0,30,3,232
BR000749000,1,BR000749000-1,BR000749000-232,ARAPOEMA,215,30,3,232
BR000749001,1,BR000749001-1,BR000749001-232,BOA VISTA DO ARAGUAIA,100,30,3,232
BR000749002,1,BR000749002-1,BR000749002-232,XINGUARA,0,30,3,232
BR000750000,1,BR000750000-1,BR000750000-232,FAZENDA CUMARU DO NORTE,0,30,3,232
BR000751000,1,BR000751000-1,BR000751000-232,GOROTIRE,0,30,3,232
BR000752000,1,BR000752000-1,BR000752000-232,COCRAIMORO,0,30,3,232
BR000754000,1,BR000754000-1,BR000754000-232,ALDEIA DO BAU,0,30,3,232
BR000757001,1,BR000757001-1,BR000757001-232,MISSAO CURURU,0,30,3,232
BR000758000,1,BR000758000-1,BR000758000-232,BARRA DO SAO MANUEL,0,30,3,232
BR000758001,1,BR000758001-1,BR000758001-232,BOCA DO URUCU,0,30,3,232
BR000759000,1,BR000759000-1,BR000759000-232,VILA DO APUI,0,30,3,232
BR000760000,1,BR000760000-1,BR000760000-232,PRAINHA VELHA,0,30,3,232
BR000760001,1,BR000760001-1,BR000760001-232,BOCA DO GUARIBA,0,30,3,232
BR000761001,1,BR000761001-1,BR000761001-232,FAZENDA BONSUCESSO,0,30,3,232
BR000761002,1,BR000761002-1,BR000761002-232,FAZENDA AGUA AZUL,0,30,3,232
BR000762000,1,BR000762000-1,BR000762000-232,GOIANO,0,30,3,232
BR000763001,1,BR000763001-1,BR000763001-232,HUMAITA  (PCD),0,30,3,232
BR000764002,1,BR000764002-1,BR000764002-232,SAO GREGORIO,0,30,3,232
BR000764003,1,BR000764003-1,BR000764003-232,CRISTO,0,30,3,232
BR000765000,1,BR000765000-1,BR000765000-232,CACHOEIRA,0,30,3,232
BR000766001,1,BR000766001-1,BR000766001-232,SERINGAL FORTALEZA,0,30,3,232
BR000767002,1,BR000767002-1,BR000767002-232,FAZENDA BORANGABA,0,30,3,232
BR000770000,1,BR000770000-1,BR000770000-232,ENVIRA,0,30,3,232
BR000770001,1,BR000770001-1,BR000770001-232,SERINGAL SANTO AMARO,0,30,3,232
BR000771000,1,BR000771000-1,BR000771000-232,IPIXUNA,0,30,3,232
BR000772002,1,BR000772002-1,BR000772002-232,SERINGAL BOA FE,0,30,3,232
BR000773000,1,BR000773000-1,BR000773000-232,SERRA DO MOA,0,30,3,232
BR000835017,1,BR000835017-1,BR000835017-232,ENGENHO BELA ROSA,80,30,3,232
BR000835048,1,BR000835048-1,BR000835048-232,SAO LOURENCO DA MATA,70,30,3,232
BR000835068,1,BR000835068-1,BR000835068-232,VITORIA DE SANTO ANTAO,137,30,3,232
BR000835106,1,BR000835106-1,BR000835106-232,CARUARU,545,30,3,232
BR000835135,1,BR000835135-1,BR000835135-232,CUMARU,395,30,3,232
BR000835137,1,BR000835137-1,BR000835137-232,POMBOS,290,30,3,232
BR000835138,1,BR000835138-1,BR000835138-232,PIRAPAMA,30,30,3,232
BR000835139,1,BR000835139-1,BR000835139-232,JACUIPE,0,30,3,232
BR000835140,1,BR000835140-1,BR000835140-232,ENGENHO MATO GROSSO,100,30,3,232
BR000835141,1,BR000835141-1,BR000835141-232,PALMARES,110,30,3,232
BR000836043,1,BR000836043-1,BR000836043-232,SANHARO,653,30,3,232
BR000836092,1,BR000836092-1,BR000836092-232,BREJO DA MADRE DE DEUS,646,30,3,232
BR000836093,1,BR000836093-1,BR000836093-232,POCAO,1035,30,3,232
BR000837038,1,BR000837038-1,BR000837038-232,INAJA,355,30,3,232
BR000838000,1,BR000838000-1,BR000838000-232,AIRI (ROCHEDO),361,30,3,232
BR000838002,1,BR000838002-1,BR000838002-232,SERRINHA,375,30,3,232
BR000838004,1,BR000838004-1,BR000838004-232,BELEM DE SAO FRANCISCO,305,30,3,232
BR000838021,1,BR000838021-1,BR000838021-232,FLORESTA,317,30,3,232
BR000838031,1,BR000838031-1,BR000838031-232,SERRA TALHADA,435,30,3,232
BR000839013,1,BR000839013-1,BR000839013-232,PARNAMIRIM,379,30,3,232
BR000839014,1,BR000839014-1,BR000839014-232,POCO DO FUMO,350,30,3,232
BR000839031,1,BR000839031-1,BR000839031-232,IBO,300,30,3,232
BR000839034,1,BR000839034-1,BR000839034-232,FAZRNDA TAPERA,0,30,3,232
BR000840010,1,BR000840010-1,BR000840010-232,FAZENDA SAO BENTO,350,30,3,232
BR000840015,1,BR000840015-1,BR000840015-232,LAGOA GRANDE,365,30,3,232
BR000841017,1,BR000841017-1,BR000841017-232,PEDRA REDONDA,249,30,3,232
BR000844008,1,BR000844008-1,BR000844008-232,CRISTINO CASTRO II,240,30,3,232
BR000845003,1,BR000845003-1,BR000845003-232,BABILONIA,360,30,3,232
BR000845004,1,BR000845004-1,BR000845004-232,BARRA DO FOSDAO,0,30,3,232
BR000845005,1,BR000845005-1,BR000845005-232,INHUMAS,258,30,3,232
BR000846005,1,BR000846005-1,BR000846005-232,BOA VISTA,275,30,3,232
BR000847001,1,BR000847001-1,BR000847001-232,ITACAJA,250,30,3,232
BR000847002,1,BR000847002-1,BR000847002-232,CAMPOS LINDOS,0,30,3,232
BR000848000,1,BR000848000-1,BR000848000-232,COLINAS DE TOCANTINS,0,30,3,232
BR000848001,1,BR000848001-1,BR000848001-232,GUARAI,300,30,3,232
BR000848002,1,BR000848002-1,BR000848002-232,ITAPORA DO TOCANTINS,300,30,3,232
BR000848003,1,BR000848003-1,BR000848003-232,TUPIRATINS,0,30,3,232
BR000849002,1,BR000849002-1,BR000849002-232,ARAGUACEMA (CHACARA ARAGUAIA),150,30,3,232
BR000850000,1,BR000850000-1,BR000850000-232,REDENCAO,0,30,3,232
BR000852000,1,BR000852000-1,BR000852000-232,KUBENKRANKEIN,0,30,3,232
BR000854000,1,BR000854000-1,BR000854000-232,MENCRANOTIRE,0,30,3,232
BR000855000,1,BR000855000-1,BR000855000-232,KM 947 BR-163,0,30,3,232
BR000857000,1,BR000857000-1,BR000857000-232,SANTA ROSA,0,30,3,232
BR000859000,1,BR000859000-1,BR000859000-232,BOM DESTINO,0,30,3,232
BR000862000,1,BR000862000-1,BR000862000-232,TABAJARA,0,30,3,232
BR000865000,1,BR000865000-1,BR000865000-232,FAZENDA SHEFFER,0,30,3,232
BR000866002,1,BR000866002-1,BR000866002-232,CACHOEIRA FORTALEZA-JUSANTE,0,30,3,232
BR000867001,1,BR000867001-1,BR000867001-166,BOCA DO ACRE,119,30,3,166
BR000867002,1,BR000867002-1,BR000867002-232,INAUINI,96,30,3,232
BR000869000,1,BR000869000-1,BR000869000-232,MANOEL URBANO,0,30,3,232
BR000870002,1,BR000870002-1,BR000870002-232,FEIJO,249,30,3,232
BR000872000,1,BR000872000-1,BR000872000-232,TAUMATURGO,0,30,3,232
BR000872001,1,BR000872001-1,BR000872001-232,PORTO VALTER,0,30,3,232
BR000935012,1,BR000935012-1,BR000935012-232,MURICI,82,30,3,232
BR000935056,1,BR000935056-1,BR000935056-232,FAZENDA BOA FORTUNA  (PCD),42,30,3,232
BR000935057,1,BR000935057-1,BR000935057-232,MARECHAL DEODORO,0,30,3,232
BR000936111,1,BR000936111-1,BR000936111-232,VICOSA,300,30,3,232
BR000936112,1,BR000936112-1,BR000936112-232,SAO JOSE DA LAJE,0,30,3,232
BR000936113,1,BR000936113-1,BR000936113-232,UNIAO DOS PALMARES,250,30,3,232
BR000936114,1,BR000936114-1,BR000936114-232,SANTANA DO MUNDAU,220,30,3,232
BR000936115,1,BR000936115-1,BR000936115-232,QUEBRANGULO,220,30,3,232
BR000937013,1,BR000937013-1,BR000937013-232,DELMIRO GOUVEIA (PEDRA),256,30,3,232
BR000937018,1,BR000937018-1,BR000937018-232,PAO DE ACUCAR,45,30,3,232
BR000937023,1,BR000937023-1,BR000937023-232,PIRANHAS,110,30,3,232
BR000937031,1,BR000937031-1,BR000937031-232,AGUAS BELAS,376,30,3,232
BR000938005,1,BR000938005-1,BR000938005-232,CACHOEIRA ITAPARICA-MONTANTE,280,30,3,232
BR000938006,1,BR000938006-1,BR000938006-232,GLORIA,247,30,3,232
BR000938021,1,BR000938021-1,BR000938021-232,PETROLANDIA,0,30,3,232
BR000939017,1,BR000939017-1,BR000939017-232,PROXIMO A CURACA II (CODEVASF,365,30,3,232
BR000940018,1,BR000940018-1,BR000940018-232,CAMPO DOS CAVALOS,377,30,3,232
BR000940024,1,BR000940024-1,BR000940024-232,JUAZEIRO  (PCD),370,30,3,232
BR000940025,1,BR000940025-1,BR000940025-232,LAGOA DO BOI,378,30,3,232
BR000940028,1,BR000940028-1,BR000940028-232,JUNCO (CODEVASF),397,30,3,232
BR000941008,1,BR000941008-1,BR000941008-232,SENTO SE,380,30,3,232
BR000941010,1,BR000941010-1,BR000941010-232,CASA NOVA,378,30,3,232
BR000945011,1,BR000945011-1,BR000945011-166,ALTO PARNAIBA,-999.9,30,3,166
BR000946003,1,BR000946003-1,BR000946003-232,LIZARDA,620,30,3,232
BR000947001,1,BR000947001-1,BR000947001-232,MANSINHA,320,30,3,232
BR000948000,1,BR000948000-1,BR000948000-232,MIRACEMA DO TOCANTINS,210,30,3,232
BR000948001,1,BR000948001-1,BR000948001-232,PORTO REAL,200,30,3,232
BR000949000,1,BR000949000-1,BR000949000-232,ABREULANDIA,200,30,3,232
BR000949001,1,BR000949001-1,BR000949001-232,DOIS IRMAOS,200,30,3,232
BR000950000,1,BR000950000-1,BR000950000-232,CASEARA,200,30,3,232
BR000950001,1,BR000950001-1,BR000950001-232,BARREIRA DE CAMPO,0,30,3,232
BR000950002,1,BR000950002-1,BR000950002-232,CANGUSSU,240,30,3,232
BR000951000,1,BR000951000-1,BR000951000-232,VILA RICA,0,30,3,232
BR000954001,1,BR000954001-1,BR000954001-232,CACHIMBO,0,30,3,232
BR000956000,1,BR000956000-1,BR000956000-166,ALTA FLORESTA (AERO,289,30,3,166
BR000956001,1,BR000956001-1,BR000956001-232,JUSANTE FOZ PEIXOTO DE AZEVED,0,30,3,232
BR000957001,1,BR000957001-1,BR000957001-232,NOVO PLANETA,0,30,3,232
BR000960001,1,BR000960001-1,BR000960001-232,CONCISA  (PCD),0,30,3,232
BR000961003,1,BR000961003-1,BR000961003-232,BOLICHE (FABIO),0,30,3,232
BR000962000,1,BR000962000-1,BR000962000-232,MINERACAO ORIENTE NOVO,0,30,3,232
BR000962001,1,BR000962001-1,BR000962001-232,MINERACAO JACUNDA,0,30,3,232
BR000963000,1,BR000963000-1,BR000963000-232,ARIQUEMES,0,30,3,232
BR000963001,1,BR000963001-1,BR000963001-232,SANTO ANTONIO BR-364,0,30,3,232
BR000963006,1,BR000963006-1,BR000963006-232,SETOR CACHOEIRINHA,0,30,3,232
BR000964001,1,BR000964001-1,BR000964001-232,PALMEIRAL,0,30,3,232
BR000965001,1,BR000965001-1,BR000965001-232,ABUNA,0,30,3,232
BR000966000,1,BR000966000-1,BR000966000-232,FAZ.SAO LUIZ (NOVA CALIFORNIA,0,30,3,232
BR000967001,1,BR000967001-1,BR000967001-232,FLORIANO PEIXOTO,0,30,3,232
BR000967004,1,BR000967004-1,BR000967004-232,REST.PORTEIRA DO AMAZONAS,0,30,3,232
BR000968001,1,BR000968001-1,BR000968001-232,SERINGAL DA CARIDADE,0,30,3,232
BR000968003,1,BR000968003-1,BR000968003-232,SERINGAL SAO JOSE,0,30,3,232
BR000969000,1,BR000969000-1,BR000969000-232,FAZENDA JUSSARA,0,30,3,232
BR000969001,1,BR000969001-1,BR000969001-232,SERINGAL GUARANY,0,30,3,232
BR000970000,1,BR000970000-1,BR000970000-232,FAZENDA CALIFORNIA,0,30,3,232
BR000970001,1,BR000970001-1,BR000970001-232,SANTA ROSA DO PURUS,0,30,3,232
BR000971000,1,BR000971000-1,BR000971000-232,FOZ DO JORDAO,0,30,3,232
BR000972000,1,BR000972000-1,BR000972000-232,FOZ DO BREU,0,30,3,232
BR001036005,1,BR001036005-1,BR001036005-232,PENEDO,28,30,3,232
BR001036007,1,BR001036007-1,BR001036007-232,PIACABUCU,10,30,3,232
BR001036026,1,BR001036026-1,BR001036026-166,PROPRIA,19,30,3,166
BR001036062,1,BR001036062-1,BR001036062-232,CAMACARI,50,30,3,232
BR001036063,1,BR001036063-1,BR001036063-232,FAZENDA CAJUEIRO,10,30,3,232
BR001037007,1,BR001037007-1,BR001037007-232,FAZENDA BELEM,19,30,3,232
BR001037049,1,BR001037049-1,BR001037049-232,SANTA ROSA DE LIMA (CAMBOATA),47,30,3,232
BR001037078,1,BR001037078-1,BR001037078-232,CAPELA,139,30,3,232
BR001038007,1,BR001038007-1,BR001038007-232,JEREMOABO,275,30,3,232
BR001039025,1,BR001039025-1,BR001039025-232,ACUDE JACURICI,335,30,3,232
BR001040002,1,BR001040002-1,BR001040002-232,CAMPO FORMOSO,545,30,3,232
BR001040025,1,BR001040025-1,BR001040025-232,PINDOBACU,425,30,3,232
BR001040026,1,BR001040026-1,BR001040026-232,PONTO NOVO,348,30,3,232
BR001040027,1,BR001040027-1,BR001040027-232,ACUDE SOHEM,474,30,3,232
BR001042012,1,BR001042012-1,BR001042012-232,RIO VERDE II  (CODEVASF),414,30,3,232
BR001042013,1,BR001042013-1,BR001042013-232,FAZENDA VENTURA,374,30,3,232
BR001047000,1,BR001047000-1,BR001047000-232,JATOBA (FAZENDA BOA NOVA),250,30,3,232
BR001047001,1,BR001047001-1,BR001047001-232,NOVO ACORDO,300,30,3,232
BR001047002,1,BR001047002-1,BR001047002-232,PORTO GILANDIA,300,30,3,232
BR001047003,1,BR001047003-1,BR001047003-232,RIO DAS BALSAS,0,30,3,232
BR001047004,1,BR001047004-1,BR001047004-232,PONTE ALTA DO TOCANTINS,300,30,3,232
BR001048000,1,BR001048000-1,BR001048000-232,FATIMA,340,30,3,232
BR001048001,1,BR001048001-1,BR001048001-232,PARAISO DO TOCANTINS,390,30,3,232
BR001048005,1,BR001048005-1,BR001048005-232,TAQUARUSSU DO PORTO,0,30,3,232
BR001049001,1,BR001049001-1,BR001049001-232,PIUM,298,30,3,232
BR001050000,1,BR001050000-1,BR001050000-232,LUCIARA,0,30,3,232
BR001050001,1,BR001050001-1,BR001050001-232,JUSANTE CRISOSTOMO,0,30,3,232
BR001050002,1,BR001050002-1,BR001050002-232,SANTA TEREZINHA,0,30,3,232
BR001051001,1,BR001051001-1,BR001051001-232,PORTO ALEGRE DO NORTE,0,30,3,232
BR001052000,1,BR001052000-1,BR001052000-232,VILA SAO JOSE DO XINGU,0,30,3,232
BR001053001,1,BR001053001-1,BR001053001-232,FAZENDA SANTA EMILIA,0,30,3,232
BR001054000,1,BR001054000-1,BR001054000-232,AGRO PECUARIA CAJABI,0,30,3,232
BR001055001,1,BR001055001-1,BR001055001-232,INDECO,0,30,3,232
BR001055002,1,BR001055002-1,BR001055002-232,COLIDER,0,30,3,232
BR001057000,1,BR001057000-1,BR001057000-232,FAZENDA AGROTEP,0,30,3,232
BR001057001,1,BR001057001-1,BR001057001-232,TRIVELATO,341,30,3,232
BR001058002,1,BR001058002-1,BR001058002-232,NUCLEO ARIEL,0,30,3,232
BR001058003,1,BR001058003-1,BR001058003-232,JURUENA,0,30,3,232
BR001058005,1,BR001058005-1,BR001058005-232,VALE DO NATAL,0,30,3,232
BR001059000,1,BR001059000-1,BR001059000-232,HUMBOLDT,0,30,3,232
BR001061001,1,BR001061001-1,BR001061001-232,JI-PARANA (PCD),0,30,3,232
BR001061002,1,BR001061002-1,BR001061002-232,FAZENDA CASTANHAL,0,30,3,232
BR001061003,1,BR001061003-1,BR001061003-232,RONDOMINAS (BARROCAS),0,30,3,232
BR001062001,1,BR001062001-1,BR001062001-232,JARU,0,30,3,232
BR001062002,1,BR001062002-1,BR001062002-232,SERINGAL 70,0,30,3,232
BR001062003,1,BR001062003-1,BR001062003-232,MIRANTE DA SERRA,0,30,3,232
BR001062004,1,BR001062004-1,BR001062004-232,THEOBROMA,0,30,3,232
BR001063000,1,BR001063000-1,BR001063000-232,ESCOLA CARAMURU,0,30,3,232
BR001063001,1,BR001063001-1,BR001063001-232,MINERACAO PONTE MASSANGANA,0,30,3,232
BR001065002,1,BR001065002-1,BR001065002-166,GUAYARAMERIN,130,30,3,166
BR001067001,1,BR001067001-1,BR001067001-232,FAZENDA SANTO AFONSO,0,30,3,232
BR001068000,1,BR001068000-1,BR001068000-232,XAPURI,0,30,3,232
BR001069000,1,BR001069000-1,BR001069000-232,ASSIS BRASIL,0,30,3,232
BR001069001,1,BR001069001-1,BR001069001-232,FAZENDA PETROPOLIS,0,30,3,232
BR001137001,1,BR001137001-1,BR001137001-232,SALGADO,92,30,3,232
BR001137017,1,BR001137017-1,BR001137017-232,ESTANCIA,53,30,3,232
BR001137027,1,BR001137027-1,BR001137027-232,ITANHI,15,30,3,232
BR001137041,1,BR001137041-1,BR001137041-232,ITAPICURU,0,30,3,232
BR001137042,1,BR001137042-1,BR001137042-232,FAZENDA TRIANON,234,30,3,232
BR001137043,1,BR001137043-1,BR001137043-232,USINA ALTAMIRA,17,30,3,232
BR001138002,1,BR001138002-1,BR001138002-232,INHAMBUPE,158,30,3,232
BR001138014,1,BR001138014-1,BR001138014-166,CIPO,145,30,3,166
BR001138020,1,BR001138020-1,BR001138020-232,FAZENDA JACU,169,30,3,232
BR001138026,1,BR001138026-1,BR001138026-232,PONTE EUCLIDES DA CUNHA,153,30,3,232
BR001139022,1,BR001139022-1,BR001139022-232,GAVIAO II,0,30,3,232
