DWD - daily station information; 81 stations in record      
                                                            
AJ_Kettle  20171204
                                                            
Main program: dd1.f                                         
Subroutine:   export_tab_sn2a_stndata.f                     
                                                            
Notes:                                                      
A:   no formal information in daily files on aut/man status 
B:   38=relh, 44=ppt; 55=day snowfall; 58=sea level pressure
     85=air temperature; 107=wind speed                     
C:   Deutscher Wetterdienst (DWD) & precursors              
D:   Walter Koelschtzky                                     
     Head of Central Sales Management                       
     Customer Relations Management                          
     Deutscher Wetterdienst                                 
     Business Unit Climate and Environment                  
     Postbox 10 04 65                                       
     D-63004 Offenbach, Germany                             
     Phone: +49 (0)69 8062-4417                             
     Fax:   +49 (0)69 8062-4499                             
     Email: walter.koelschtzky@dwd.de                       
                                                            
Index Orig_ alt_asl   Latitude   Longitude  WMO   N_days Report time stamp  Report time stamp  Man Observed_variables    Ope Con
      ID                                    ID           (daily:yyyy-mm-dd) (daily:yyyy-mm-dd) Aut see Note B            Ins Add
+---+ +---+ +-------+ +--------+ +--------+ +---+ +----+ +----------------+ +----------------+ +-+ +-------------------- +-+ +-+
 1    00003    202       50.7827     6.0941 10501  38440 (Daily:1891-01-01) (Daily:2011-03-31) A   38,44,55,58,85,107,   C   D  
 2    00102     32       53.8617     8.1266 10124   6175 (Daily:1998-01-01) (Daily:2015-12-31) A   38,58,85,107,         C   D  
 3    00164     54       53.0316    13.9907 10291  25202 (Daily:1947-01-01) (Daily:2015-12-31) A   38,44,55,58,85,107,   C   D  
 4    00183     42       54.6792    13.4343 10091  25202 (Daily:1947-01-01) (Daily:2015-12-31) A   38,44,55,58,85,107,   C   D  
 5    00232    461       48.4254    10.9420 10852  25202 (Daily:1947-01-01) (Daily:2015-12-31) A   38,44,55,58,85,107,   C   D  
 6    00282    240       49.8742    10.9206 10675  24471 (Daily:1949-01-01) (Daily:2015-12-31) A   38,44,55,58,85,107,   C   D  
 7    00403     51       52.4537    13.3017 10381  24106 (Daily:1950-01-01) (Daily:2015-12-31) A   38,44,55,58,85,       C   D  
 8    00430     36       52.5644    13.3088 10382  19358 (Daily:1963-01-01) (Daily:2015-12-31) A   38,44,55,58,85,107,   C   D  
 9    00433     48       52.4675    13.4021 10384  24837 (Daily:1948-01-01) (Daily:2015-12-31) A   38,44,55,58,85,107,   C   D  
10    00691      4       53.0445     8.7985 10224  45714 (Daily:1890-01-01) (Daily:2015-12-31) A   38,44,55,58,85,107,   C   D  
11    00722   1134       51.7986    10.6183 10453  24949 (Daily:1947-09-11) (Daily:2015-12-31) A   38,44,55,58,85,107,   C   D  
12    00880     69       51.7760    14.3168 10496  43795 (Daily:1887-01-01) (Daily:2015-12-31) A   38,44,55,58,85,107,   C   D  
13    00891      5       53.8713     8.7058 10131  25567 (Daily:1946-01-01) (Daily:2015-12-31) A   38,44,55,58,85,107,   C   D  
14    00954      0       54.1667     7.4500 10007   5743 (Daily:1998-01-01) (Daily:2015-12-31) A   38,55,58,85,107,      C   D  
15    01048    227       51.1280    13.7543 10488  24076 (Daily:1935-04-01) (Daily:2015-12-31) A   38,44,55,58,85,107,   C   D  
16    01078     37       51.2960     6.7686 10400  16985 (Daily:1969-07-01) (Daily:2015-12-31) A   38,44,55,58,85,107,   C   D  
17    01228      0       54.1651     6.3460 10004   4995 (Daily:2000-07-01) (Daily:2015-12-31) A   38,44,55,58,85,107,   C   D  
18    01262    446       48.3477    11.8133 10870   8629 (Daily:1992-05-17) (Daily:2015-12-31) A   38,44,55,58,85,107,   C   D  
19    01270    316       50.9829    10.9608 10554  23741 (Daily:1951-01-01) (Daily:2015-12-31) A   38,44,55,58,85,107,   C   D  
20    01346   1490       47.8749     8.0038 10908  25758 (Daily:1945-01-01) (Daily:2015-12-31) A   38,44,55,58,85,107,   C   D  
21    01358   1213       50.4283    12.9535 10578  44371 (Daily:1890-08-01) (Daily:2015-12-31) A   38,44,55,58,85,107,   C   D  
22    01420    100       50.0259     8.5213 10637  24471 (Daily:1949-01-01) (Daily:2015-12-31) A   38,44,55,58,85,107,   C   D  
23    01468    797       48.4537     8.4091 10815  23945 (Daily:1949-01-01) (Daily:2015-12-31) A   38,44,55,58,85,107,   C   D  
24    01504    172       51.1190     9.2799 10439   5647 (Daily:2000-07-01) (Daily:2015-12-31) A   38,44,55,58,85,       C   D  
